CountryID,Country Name,WEBNAME,Region,World Rank,Region Rank,2022 Score,Property Rights,Judical Effectiveness,Government Integrity,Tax Burden,Gov't Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom ,Financial Freedom,Tariff Rate (%),,Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,,Gov't Expenditure % of GDP ,Country,,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP)
158,Switzerland,Switzerland,Europe,2,1,84.2,95.2,98.0,92.3,70.1,67.2,96.3,84.3,60.0,84.9,86.6,85,90,1.7,Switzerland,40.0,24.0,28.5,Switzerland,33.1,Switzerland,Switzerland,8.6,$627.2 ,-3.0,1.0,"$72,874",4.9,-0.7,"-47,172.0",42.9
159,Syria,Syria,Middle East and North Africa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Syria,22.0,28.0,N/A,Syria,N/A,Syria,Syria,17.5,n/a,-10.5,-1.4,n/a,9.0,n/a,n/a,52.7
160,Taiwan ,Taiwan,Asia-Pacific,6,3,80.1,81.3,94.2,73.8,79.2,90.7,86.6,84.3,68.7,86.1,86.0,70,60,2.0,Taiwan,40.0,20.0,9.0,Taiwan,17.6,Taiwan ,Taiwan ,23.6,"$1,316.0 ",3.1,2.9,"$55,724",4.5,-0.2,"8,802.0",33.7
161,Tajikistan,Tajikistan,Asia-Pacific,147,30,49.7,29.5,9.1,17.8,95.3,72.4,80.0,56.9,43.1,67.1,69.6,25,30,7.7,Tajikistan,13.0,15.0,9.0,Tajikistan,30.3,Tajikistan,Tajikistan,9.5,$34.8 ,4.5,6.7,"$3,676",7.5,8.6,107.0,48.1
162,Tanzania,Tanzania,Sub-Saharan Africa,93,10,59.5,36.9,27.0,36.9,80.6,91.9,93.3,46.3,62.0,73.8,59.8,55,50,10.1,Tanzania,30.0,30.0,11.7,Tanzania,16.5,Tanzania,Tanzania,59.7,$163.6 ,1.0,5.7,"$2,821",2.2,3.0,"1,013.0",38.2
163,Thailand,Thailand,Asia-Pacific,70,13,63.2,44.2,36.2,38.5,81.3,84.4,89.8,63.4,59.6,74.2,71.6,55,60,6.7,Thailand ,35.0,20.0,15.8,Thailand,22.8,Thailand,Thailand,69.8,"$1,272.9 ",-6.1,1.6,"$18,236",1.0,-0.8,"-6,100.0",49.6
164,Timor-Leste,TimorLeste,Asia-Pacific,164,37,46.3,30.8,35.3,38.2,97.6,0.0,19.7,57.9,56.2,79.5,75.0,45,20,2.5,Timor-Leste,10.0,10.0,6.3,Timor-Leste,76.7,Timor-Leste,Timor-Leste,1.3,$4.5 ,-6.8,-1.4,"$3,382",5.1,0.5,72.0,12.2
165,Togo,Togo,Sub-Saharan Africa,104,15,57.2,36.8,35.1,28.8,68.7,88.9,88.8,51.5,54.5,77.3,65.6,60,30,12.2,Togo,45.0,27.0,19.4,Togo,19.2,Togo,Togo,8.3,$18.2 ,0.7,4.2,"$2,199",4.1,1.8,639.0,57.6
166,Tonga,Tonga,Asia-Pacific,83,17,60.8,64.2,68.1,40.5,85.4,54.6,96.5,58.7,55.8,71.9,73.4,40,20,5.8,Tonga,20.0,25.0,20.9,Tonga,38.9,Tonga,Tonga,0.1,$0.6 ,-0.5,2.1,"$6,191",4.4,0.2,0.0,41.6
167,Trinidad and Tobago,TrinidadTobago,Americas,99,21,58.8,58.8,59.3,44.2,79.1,69.0,12.9,60.9,57.4,84.6,68.8,60,50,8.1,Trinidad and Tobago,25.0,30.0,23.7,Trinidad and Tobago,32.1,Trinidad and Tobago,Trinidad and Tobago,1.4,$35.0 ,-7.8,-3.5,"$25,031",6.7,0.6,-439.0,59.4
168,Tunisia,Tunisia,Middle East and North Africa,128,10,54.2,60.9,49.5,47.3,75.2,67.0,20.8,57.7,56.0,74.4,66.2,45,30,9.4,Tunisia,35.0,15.0,32.1,Tunisia,33.2,Tunisia,Tunisia,11.8,$120.5 ,-8.8,-0.4,"$10,120",16.7,5.7,652.0,87.6
169,Turkey,Turkey,Europe,107,42,56.9,42.0,25.6,39.4,74.7,63.8,59.2,63.4,47.1,61.9,75.6,70,60,4.7,Turkey,40.0,20.0,23.1,Turkey,34.7,Turkey,Turkey,84.3,"$2,546.5 ",1.8,3.3,"$30,253",13.9,12.3,"7,880.0",36.8
170,Turkmenistan,Turkmenistan,Asia-Pacific,165,38,46.2,19.0,8.3,7.4,92.6,94.5,98.0,37.5,30.7,72.7,74.2,10,10,2.9,Turkmenistan,10.0,20.0,15.6,Turkmenistan,13.5,Turkmenistan,Turkmenistan,6.0,$98.2 ,0.8,5.2,"$16,521",4.4,7.6,"1,169.0",31.0
171,Uganda,Uganda,Sub-Saharan Africa,127,24,54.2,48.3,29.2,24.0,73.6,89.8,53.5,46.5,54.7,78.2,57.8,55,40,13.6,Uganda,40.0,30.0,11.8,Uganda,18.5,Uganda,Uganda,45.7,$106.1 ,-2.1,3.9,"$2,574",2.4,3.8,823.0,45.7
172,Ukraine,Ukraine,Europe,130,44,54.1,39.7,31.4,33.8,89.1,44.5,73.6,61.1,60.7,71.2,78.6,35,30,3.2,Ukraine,20.0,18.0,19.2,Ukraine,43.0,Ukraine,Ukraine,44.1,$543.8 ,-4.2,1.5,"$13,110",9.5,2.7,-868.0,60.7
173,United Arab Emirates,UnitedArabEmirates,Middle East and North Africa,33,1,70.2,63.5,35.4,71.8,100.0,71.5,92.8,73.2,64.9,80.8,78.2,50,60,3.4,United Arab Emirates,0.0,0.0,1.0,United Arab Emirates,30.8,United Arab Emirates,United Arab Emirates,9.9,$650.8 ,-5.9,0.5,"$58,753",5.0,-2.1,"19,884.0",38.3
174,United Kingdom,UnitedKingdom,Europe,24,17,72.7,96.2,85.9,87.1,65.4,46.3,22.6,79.1,62.1,83.0,84.2,80,80,2.9,United Kingdom,45.0,19.0,32.7,United Kingdom,42.3,United Kingdom,United Kingdom,67.2,"$2,959.9 ",-9.9,-0.8,"$44,117",4.3,0.9,"19,724.0",103.7
175,United States,UnitedStates,Americas,25,3,72.1,95.7,77.9,75.7,75.9,54.5,0.0,87.5,75.8,82.3,75.2,85,80,2.4,United States,37.0,21.0,24.5,United States,38.9,United States,United States,329.5,"$20,932.8 ",-3.5,1.1,"$63,416",8.3,1.2,"1,56,321.0",127.1
176,Uruguay,Uruguay,Americas,34,5,70.0,84.0,80.4,75.2,72.4,70.2,75.2,75.7,60.3,70.9,70.4,75,30,9.8,Uruguay ,36.0,25.0,29.0,Uruguay,31.5,Uruguay,Uruguay,3.5,$79.3 ,-5.7,-0.3,"$22,459",12.7,9.8,"2,630.0",66.3
177,Uzbekistan,Uzbekistan,Asia-Pacific,117,25,55.7,31.6,13.1,23.8,90.8,78.1,96.6,59.1,48.0,61.6,75.6,50,40,4.7,Uzbekistan,22.0,7.5,19.6,Uzbekistan,27.0,Uzbekistan,Uzbekistan,34.2,$252.6 ,1.6,4.7,"$7,449",6.0,12.9,"1,726.0",37.9
178,Vanuatu,Vanuatu,Asia-Pacific,72,14,62.9,57.8,71.2,42.4,96.8,60.1,96.1,49.1,40.0,74.4,61.6,65,40,9.2,Vanuatu,0.0,0.0,17.8,Vanuatu,36.5,Vanuatu,Vanuatu,0.3,$0.8 ,-9.2,1.6,"$2,586",2.0,2.9,30.0,44.2
179,Venezuela,Venezuela,Americas,176,32,24.8,0.2,4.6,7.1,74.1,78.3,0.0,30.8,37.6,0.0,54.8,0,10,12.6,Venezuela ,34.0,34.0,16.7,Venezuela,26.9,Venezuela,Venezuela,28.4,$144.7 ,-30.0,-23.5,"$5,178",9.1,2355.1,959.0,304.1
180,Vietnam,Vietnam,Asia-Pacific,84,18,60.6,49.6,33.8,33.6,80.9,85.5,78.8,73.6,53.9,68.8,78.8,40,50,5.6,Vietnam,35.0,20.0,16.9,Vietnam,22.0,Vietnam,Vietnam,97.3,"$1,058.7 ",2.9,6.1,"$10,869",2.3,3.2,"15,800.0",46.6
181,Yemen,Yemen,Middle East and North Africa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yemen,15.0,20.0,N/A,Yemen,N/A,Yemen,Yemen,29.8,$62.6 ,-5.0,-3.3,"$1,927",13.4,26.2,-371.0,83.2
182,Zambia,Zambia,Sub-Saharan Africa,154,36,48.7,38.3,45.2,30.8,70.9,73.3,0.0,44.2,41.9,66.4,68.2,55,50,8.4,Zambia,37.5,35.0,16.7,Zambia,29.8,Zambia,Zambia,18.4,$63.1 ,-3.5,1.9,"$3,342",12.2,16.4,234.0,117.8
183,Zimbabwe,Zimbabwe,Sub-Saharan Africa,173,46,33.1,20.8,16.3,20.6,66.1,87.2,79.8,36.9,34.9,0.0,0.0,25,10,67.7,Zimbabwe,51.5,24.0,12.6,Zimbabwe,20.7,Zimbabwe,Zimbabwe,14.9,$39.8 ,-8.0,-1.3,"$2,622",5.7,557.2,194.0,88.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
